0,0
1,9
2,5
3,4
4,1
5,1
6,3
7,0
8,9
9,0
10,1
11,1
12,9
13,1
14,3
15,9
16,9
17,7
18,1
19,6
20,1
21,9
22,7
23,9
24,8
25,1
26,1
27,8
28,0
29,9
30,8
31,8
32,9
33,9
34,1
35,9
36,9
37,1
38,1
39,1
40,7
41,2
42,4
43,9
44,0
45,1
46,3
47,5
48,1
49,5
50,9
51,5
52,9
53,0
54,1
55,8
56,5
57,5
58,1
59,1
60,5
61,0
62,0
63,2
64,0
65,1
66,4
67,0
68,0
69,3
70,0
71,1
72,9
73,5
74,8
75,9
76,1
77,4
78,4
79,7
80,1
81,8
82,5
83,0
84,9
85,8
86,9
87,7
88,4
89,8
90,4
91,1
92,1
93,5
94,1
95,5
96,9
97,0
98,0
99,9
100,8
101,8
102,2
103,5
104,5
105,8
106,5
107,9
108,4
109,1
110,9
111,5
112,5
113,8
114,9
115,8
116,4
117,8
118,9
119,7
120,5
121,5
122,9
123,1
124,1
125,6
126,9
127,0
128,9
129,1
130,1
131,8
132,1
133,8
134,1
135,4
136,2
137,0
138,8
139,5
140,0
141,1
142,9
143,4
144,4
145,9
146,5
147,9
148,1
149,1
150,6
151,9
152,1
153,5
154,0
155,1
156,5
157,9
158,3
159,6
160,8
161,0
162,1
163,1
164,1
165,6
166,1
167,9
168,0
169,5
170,9
171,5
172,0
173,9
174,1
175,1
176,0
177,8
178,5
179,1
180,1
181,4
182,9
183,4
184,6
185,2
186,4
187,4
188,0
189,1
190,9
191,1
192,9
193,5
194,7
195,9
196,7
197,9
198,9
199,5
200,0
201,9
202,0
203,4
204,9
205,8
206,1
207,5
208,0
209,4
210,5
211,0
212,0
213,9
214,0
215,8
216,1
217,1
218,9
219,8
220,1
221,9
222,4
223,9
224,3
225,9
226,5
227,0
228,1
229,9
230,1
231,6
232,4
233,1
234,5
235,5
236,9
237,0
238,1
239,9
240,0
241,9
242,9
243,1
244,1
245,9
246,6
247,4
248,7
249,9
250,1
251,1
252,1
253,9
254,0
255,4
256,4
257,1
258,1
259,4
260,1
261,1
262,1
263,4
264,2
265,9
266,0
267,7
268,0
269,9
270,9
271,9
272,1
273,7
274,2
275,5
276,8
277,9
278,5
279,0
280,6
281,4
282,6
283,3
284,9
285,0
286,1
287,9
288,1
289,3
290,4
291,8
292,8
293,1
294,6
295,1
296,0
297,8
298,4
299,0
300,5
301,9
302,5
303,1
304,1
305,1
306,7
307,0
308,1
309,9
310,1
311,1
312,5
313,1
314,8
315,5
316,5
317,9
318,7
319,9
320,0
321,9
322,9
323,8
324,9
325,9
326,0
327,1
328,5
329,5
330,1
331,9
332,4
333,1
334,6
335,7
336,1
337,9
338,4
339,8
340,9
341,5
342,8
343,0
344,4
345,5
346,4
347,4
348,4
349,9
350,3
351,8
352,8
353,1
354,9
355,5
356,1
357,6
358,1
359,3
360,5
361,2
362,5
363,5
364,4
365,4
366,1
367,1
368,3
369,9
370,5
371,1
372,5
373,1
374,4
375,1
376,6
377,8
378,4
379,1
380,9
381,1
382,1
383,1
384,9
385,4
386,4
387,9
388,0
389,9
390,9
391,0
392,1
393,4
394,1
395,2
396,8
397,9
398,1
399,0
400,9
401,5
402,9
403,8
404,7
405,8
406,9
407,8
408,8
409,5
410,6
411,1
412,0
413,1
414,1
415,9
416,1
417,4
418,5
419,4
420,9
421,3
422,9
423,8
424,0
425,9
426,5
427,7
428,8
429,9
430,0
431,1
432,9
433,9
434,1
435,1
436,5
437,4
438,5
439,1
440,0
441,0
442,1
443,0
444,9
445,8
446,8
447,0
448,9
449,4
450,4
451,1
452,5
453,8
454,0
455,9
456,0
457,1
458,4
459,1
460,8
461,8
462,9
463,8
464,9
465,1
466,8
467,7
468,8
469,9
470,8
471,2
472,9
473,3
474,5
475,5
476,0
477,8
478,6
479,8
480,1
481,1
482,9
483,9
484,4
485,5
486,8
487,0
488,0
489,1
490,5
491,4
492,1
493,8
494,1
495,3
496,0
497,0
498,1
499,9
500,8
501,5
502,4
503,9
504,0
505,9
506,1
507,5
508,8
509,9
510,1
511,1
512,9
513,5
514,0
515,1
516,4
517,8
518,9
